Địa phương,Năm,Tỷ lệ dân số từ 15 tuổi trở lên biết chữ (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc trong nền kinh tế đã qua đào tạo (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số (%),Lực lượng lao động từ 15 tuổi trở lên (Nghìn người),"Bình quân Thu nhập từ tiền lương, tiền công","Bình quân Thu nhập từ nông, lâm nghiệp, thuỷ sản","Bình quân Thu nhập phi nông, lâm nghiệp, thuỷ sản",Bình quân Các khoản thu nhập khác,Bình quân thu nhập Nhóm 1,Bình quân thu nhập Nhóm 2,Bình quân thu nhập ,Bình quân thu nhập Nhóm 4,Bình quân thu nhập Nhóm 5,Tuổi kết hôn trung bình lần đầu,Nam,Nông thôn,Nữ,Thành thị,Tỷ lệ tăng tự nhiên (‰),Tỷ suất chết thô (‰),Tỷ suất sinh thô (‰),Trung bình số con/phụ nữ,Chỉ số giá sinh hoạt theo không gian theo địa phương (Hà Nội = 100%) (%),Số vụ ly hôn,Số nam/100 nữ,Tỷ suất di cư thuần (‰),Số lượng Kết hôn lần đầu,Số lượng Kết hôn lần thứ 2 trở lên,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập thấp nhất,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập cao nhất,Nhóm thu nhập cao nhất so với nhóm thu nhập thấp nhất (Lần),Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Vùng,Bình quân dân số (Nghìn người),Tỷ lệ dân số Nông thôn,Tỷ lệ dân số Thành thị,Phân bố dân số
Ninh Thuận,2014,87.5,14.37,55.5,325.77,897000,536000,677000,221000,677000,1193000,1722000,2294000,5768000,25.2,287.65,368.79,287.77,206.64,9.9,7.5,17.4,2.18,89.13,100,99.96,-2.8,,,677000,5768000,8.5,3358.3,590.4,176,Bắc Trung Bộ và duyên hải miền Trung,575.43,0.640894635,0.359105365,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2015,87.5,15.6,55.3,331.6,,,,,,,,,,26,289.3,370.8,289,207.5,10.4,6.4,16.7,2.23,91.61,145,100.1,-3.5,,,,,,3358.3,595.9,177,Bắc Trung Bộ và duyên hải miền Trung,578.3,0.641189694,0.358810306,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2016,87.5,15.8,54.5,328.2,1007000,466000,592000,275000,673000,1227000,1644000,2336000,5854000,26.2,291,373.1,290.5,208.4,11.2,6.1,17.2,2.28,95.32,178,100.2,-3.9,,,673000,5854000,8.7,3355.2,601.4,179,Bắc Trung Bộ và duyên hải miền Trung,581.5,0.641616509,0.358383491,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2017,87.6,15.1,55.9,335.9,,,,,,,,,,26,293.2,375.7,292.2,209.6,10,7.6,17.6,2.34,92.55,210,100.3,-1.6,,,,,,3355.3,607,181,Bắc Trung Bộ và duyên hải miền Trung,585.3,0.641893046,0.358106954,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2018,86.8,19.3,55.7,337.5,1191000,477000,594000,369000,671000,1297000,1984000,2894000,6329000,25.9,295.1,378.1,293.8,210.7,9.1,5.8,14.8,2.05,92.24,252,100.4,-1,5942,445,671000,6329000,9.4,3355.3,611.8,182,Bắc Trung Bộ và duyên hải miền Trung,588.8,0.642153533,0.357846467,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2019,87.9,18.9,55.6,338.1,1394000,536000,622000,282000,642000,1511000,2457000,3453000,6149000,25.1,296.4,379.7,294.7,211.3,9.1,6.4,15.5,2.09,93.96,278,100.57,-6.4,5795,138,642000,6149000,9.6,3355.3,591,176,Bắc Trung Bộ và duyên hải miền Trung,591,0.642470389,0.357529611,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2020,86.25,16.16,53.63,328.29,,,,,918680,1554660,2400870,3195460,6565590,25.5,299.88,384.05,293.76,209.6,9.54,6.15,15.69,2.07,92.13,237,102.08,-4.05,4534,653,918700,6565600,7.1,3355.34,593.64,177,Bắc Trung Bộ và duyên hải miền Trung,593.65,0.646930009,0.353069991,Tương đối cân bằng giữa Thành thị và Nông thôn
Ninh Thuận,2021,87.6,18.79,52.88,325.6,,,,,926240,1486400,2321210,3153620,6421830,26.2,301.1,385.01,294.95,211.04,13.28,4.27,17.55,2.36,91.78,221,102.08,-1.73,3420,494,926200,6421800,6.9,3355.34,596.05,178,Bắc Trung Bộ và duyên hải miền Trung,596.05,0.645935744,0.354064256,Tương đối cân bằng giữa Thành thị và Nông thôn
Phú Thọ,2007,,,57,767.7,,,,,,,,,,,641.8,1102.9,663.8,202.7,8.7,6.8,15.5,1.99,,,96.7,-0.2,,,,,,,,,Trung du và miền núi phía Bắc,1305.6,0.844745711,0.155254289,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2008,,14.6,57.8,777.4,,,,,,,,,,,646.2,1105.3,665.3,206.2,10.8,5.5,16.3,2.11,,,97.1,-1.1,,,,,,,,,Trung du và miền núi phía Bắc,1311.5,0.842775448,0.157224552,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2009,97.2,15.2,61.8,827.8,,,,,,,,,,,647.3,1108.1,669.3,208.5,10.8,6.5,17.3,2.1,,,96.7,-7.3,,,,,,,,,Trung du và miền núi phía Bắc,1316.6,0.841637551,0.158362449,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2010,97,12.5,63.4,843.1,519000,228000,244000,135000,381000,594000,842000,1210000,2605000,23.7,653.36,1083.26,669.29,239.4,10.9,6.5,17.5,2.08,86.23,,97.62,-11.8,,,381000,2605000,6.8,,,,Trung du và miền núi phía Bắc,1322.66,0.819001104,0.180998896,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2011,97.1,12.7,63,847.2,,,,,,,,,,,655.58,1088.49,673.76,240.86,10.3,7.1,17.4,2.22,,,97.3,-9.2,,,,,,3533.4,1329.3,376.21,Trung du và miền núi phía Bắc,1329.35,0.818813706,0.181186294,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2012,98.2,13.1,63.4,864.2,754000,311000,294000,219000,488000,854000,1318000,1850000,3379000,,661.12,1097.98,679.7,242.83,8.9,8,16.8,2.18,86.34,,97.27,-1.9,,,488000,3379000,6.9,3533.4,1340.8,379.46,Trung du và miền núi phía Bắc,1340.81,0.818893057,0.181106943,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2013,98.1,15.5,63.6,874.2,,,,,,,,,,23.5,669.05,1107.2,686.2,248.04,9.4,7.9,17.4,2.22,87.98,310,97.5,-0.4,,,,,,3533.3,1351.2,382.42,Trung du và miền núi phía Bắc,1355.24,0.816977067,0.183022933,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2014,97.6,14.81,61.1,846.97,940000,389000,327000,298000,629000,1036000,1541000,2193000,4365000,24,678.85,1121.11,694.83,252.57,12.1,7,19.1,2.51,87.42,329,97.7,-2.5,,,629000,4365000,6.9,3533.3,1360.2,385,Trung du và miền núi phía Bắc,1373.68,0.816136218,0.183863782,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2015,97.8,21,60.6,854.4,,,,,,,,,,23.6,688.8,1136.6,703.5,255.7,10,9,19.1,2.61,87.66,351,97.9,-0.8,,,,,,3533.3,1369.7,388,Trung du và miền núi phía Bắc,1392.3,0.816347052,0.183652948,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2016,98.1,21,59.8,856.1,1221000,531000,313000,310000,747000,1276000,1940000,2633000,5287000,23.6,697.7,1150.5,711.3,258.5,8.9,9,17.9,2.56,92.76,440,98.1,-2.2,,,747000,5287000,7.1,3534.4,1381.7,391,Trung du và miền núi phía Bắc,1409,0.816536551,0.183463449,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2017,98,21.8,57.8,841.6,,,,,,,,,,23.9,709.9,1168.4,720.6,262,10.4,6.4,16.8,2.51,89.97,487,98.5,0,,,,,,3534.6,1392.9,394,Trung du và miền núi phía Bắc,1430.4,0.816834452,0.183165548,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2018,98.1,21.8,57.5,848,1605000,358000,591000,338000,842000,1623000,2377000,3141000,6505000,24,719.8,1184.2,729.8,265.4,10.9,6.1,17,2.66,91.2,509,98.6,-2.9,9210,1225,842000,6505000,7.7,3534.6,1404.2,397,Trung du và miền núi phía Bắc,1449.6,0.816915011,0.183084989,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2019,98.5,24.6,57.3,850.5,1815000,336000,734000,296000,883000,1811000,2773000,3524000,6934000,24.2,729.3,1197,737.1,269.4,9.8,7.4,17.2,2.57,93.54,343,98.95,-4.4,8744,1386,883000,6934000,7.8,3534.6,1466.4,415,Trung du và miền núi phía Bắc,1466.4,0.816284779,0.183715221,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2020,97.91,25.17,56.44,847.42,,,,,1163570,2147080,2805040,3742710,6815130,24.34,735.6,1200.06,746.29,281.83,9.76,7.11,16.88,2.53,91.07,264,98.57,-2.03,7416,1355,1163600,6815100,5.9,3534.56,1481.88,419,Trung du và miền núi phía Bắc,1481.89,0.809817193,0.190182807,Hơn 2/3 dân số sống tại Nông thôn
Phú Thọ,2021,97.6,34.59,44.64,679.2,,,,,1035970,2061080,2813140,4525050,7534560,24.88,747.82,1219.58,759.72,287.96,6.88,8.08,14.96,2.42,90.1,335,98.43,-0.73,6650,1413,1036000,7534600,7.3,3534.56,1507.54,427,Trung du và miền núi phía Bắc,1507.54,0.808986826,0.191013174,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2007,,,54.6,484.4,,,,,,,,,,,422,670.1,428.3,180.2,11.3,6.7,18,2.18,,,98.5,-0.6,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,850.3,0.788074797,0.211925203,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2008,,10.7,55,487.6,,,,,,,,,,,427.1,672.2,429.6,184.5,10.9,7.5,18.4,2.32,,,99.4,-4.3,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,856.7,0.78463873,0.21536127,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2009,94.1,10.8,55.3,493.8,,,,,,,,,,,431.6,663.6,430.8,198.8,10.2,5.7,15.9,1.96,,,100.2,-5.5,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,862.4,0.769480519,0.230519481,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2010,94.9,10.5,56.4,502.2,398000,302000,228000,86000,342000,588000,775000,1111000,2250000,24.6,432.23,663.77,430.91,199.38,10.5,5.4,15.9,1.98,82.98,,100.31,-5.9,,,342000,2250000,6.6,,,,Bắc Trung Bộ và duyên hải miền Trung,863.15,0.769008863,0.230991137,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2011,94.1,11.2,58,508.6,,,,,,,,,,,432.86,664.14,431.1,199.83,10.4,6,16.4,2.11,,,100.41,-7.9,,,,,,5060.6,870,171.92,Bắc Trung Bộ và duyên hải miền Trung,863.97,0.768707247,0.231292753,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2012,95.2,10.4,61,532.7,650000,402000,309000,79000,468000,869000,1166000,1626000,3063000,,433.71,664.67,431.16,200.2,9.9,6,15.9,2.07,82.65,,100.59,-3,,,468000,3063000,6.6,5060.6,876.1,173.12,Bắc Trung Bộ và duyên hải miền Trung,864.87,0.768520124,0.231479876,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2013,95.2,10.7,61.1,534.4,,,,,,,,,,24.7,434.06,664.89,431.22,200.39,8.7,6.7,15.4,2.04,86.31,213,100.66,-2.4,,,,,,5060.5,882,174.29,Bắc Trung Bộ và duyên hải miền Trung,865.28,0.768410226,0.231589774,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2014,93.5,12.6,59.9,525.79,833000,640000,362000,144000,664000,1186000,1569000,2117000,4339000,25.4,434.37,617.69,431.3,247.98,9.1,6.6,15.7,2.15,87.79,229,100.71,-3.8,,,664000,4339000,6.5,5060.6,887.4,175,Bắc Trung Bộ và duyên hải miền Trung,865.67,0.713539802,0.286460198,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2015,93.2,16.6,59.4,522.1,,,,,,,,,,25.2,434.8,618,431.3,248.2,7.4,6.9,14.4,2.05,87.79,259,100.8,-7.9,,,,,,5060.6,893.4,177,Bắc Trung Bộ và duyên hải miền Trung,866.2,0.713461094,0.286538906,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2016,93.7,16.9,59.6,525.8,998000,636000,543000,181000,788000,1321000,1883000,2577000,5247000,25.4,436.1,618.8,432.1,249.3,8.8,7.1,15.9,2.26,93.05,233,100.9,-1.8,,,788000,5247000,6.7,5023.5,899.4,179,Bắc Trung Bộ và duyên hải miền Trung,868.1,0.712821104,0.287178896,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2017,93.8,18,58.2,514.4,,,,,,,,,,25,437.2,620.2,432.8,249.9,6.8,6.8,13.6,2.04,92.31,260,101,-1.6,,,,,,5023.4,904.4,180,Bắc Trung Bộ và duyên hải miền Trung,870.1,0.712791633,0.287208367,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2018,93.2,14.8,59.5,524.5,1307000,599000,638000,294000,888000,1610000,2200000,3017000,6475000,25.5,438.2,621,433.3,250.5,5.4,9.1,14.4,2.16,92.03,237,101.1,-3.4,7070,383,888000,6475000,7.3,5023.4,909.5,181,Bắc Trung Bộ và duyên hải miền Trung,871.5,0.712564544,0.287435456,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2019,94.7,16.6,58.4,521.1,1513000,502000,813000,252000,980000,1650000,2352000,3183000,7264000,24.9,439.2,622.2,433.9,251,7.3,6.5,13.9,2.11,93.8,270,101.22,-6.3,5507,449,980000,7264000,7.4,5023.4,873.2,174,Bắc Trung Bộ và duyên hải miền Trung,873.2,0.712551535,0.287448465,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2020,94.5,17.52,56.94,510.68,,,,,918610,1834830,2716560,3583750,7090890,25.62,439.7,588.39,434.59,285.9,8.36,6.29,14.65,2.09,91.91,311,101.18,-10.98,5646,520,918600,7090900,7.7,5023.42,874.3,174,Bắc Trung Bộ và duyên hải miền Trung,874.29,0.672991799,0.327008201,Hơn 2/3 dân số sống tại Nông thôn
Phú Yên,2021,95.04,21.62,51.53,465.2,,,,,992210,1834250,2581130,3380150,7742670,25.8,440.31,589.21,435.22,286.32,7.15,6.91,14.06,2.07,91.62,307,101.17,-2.91,4389,318,992200,7742700,7.8,5025.96,875.54,174,Bắc Trung Bộ và duyên hải miền Trung,875.53,0.672975226,0.327024774,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2007,,,49.9,432.1,,,,,,,,,,,417.7,716.5,420.8,122,11.2,5.7,17,2.57,,,99.3,-2.4,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,838.5,0.854502087,0.145497913,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2008,,14.3,50.6,438,,,,,,,,,,,421.5,718.2,422,125.3,11.2,5.5,16.7,2.57,,,99.9,-5.4,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,843.5,0.851452282,0.148547718,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2009,96.2,14.7,53.6,467.2,,,,,,,,,,,423.3,717.4,421.7,127.6,10.5,7.3,17.8,2.37,,,100.4,-9.6,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,845,0.848994083,0.151005917,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2010,96.6,16,55.1,479.1,447000,201000,168000,135000,308000,507000,724000,1068000,2143000,25.9,424.68,720,424.78,129.46,10.2,7.3,17.5,2.39,88.54,,99.98,-11,,,308000,2143000,7,,,,Bắc Trung Bộ và duyên hải miền Trung,849.46,0.847597297,0.152402703,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2011,97,14.1,55.8,485.1,,,,,,,,,,,427.13,723.15,427.44,131.43,10.2,8.1,18.3,2.41,,,99.93,-6.3,,,,,,8065.3,853.4,105.81,Bắc Trung Bộ và duyên hải miền Trung,854.58,0.846205153,0.153794847,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2012,96.7,19.5,59.1,514.9,735000,268000,227000,180000,423000,693000,1064000,1682000,3174000,,429.5,726.57,430.3,133.22,11.6,7.5,19.1,2.61,89.14,,99.81,0,,,423000,3174000,7.5,8065.3,858.3,106.42,Bắc Trung Bộ và duyên hải miền Trung,859.79,0.845055188,0.154944812,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2013,96.5,19.2,58.8,518,,,,,,,,,,25.5,432.15,729.94,432.87,135.08,8.7,7.3,16,2.22,88.66,137,99.83,-8,,,,,,8065.3,863.4,107.05,Bắc Trung Bộ và duyên hải miền Trung,865.02,0.843841761,0.156158239,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2014,97.6,20.12,60,530.92,939000,313000,386000,199000,517000,974000,1527000,2186000,3977000,25.7,435.08,696.57,435.41,173.92,9.7,8.1,17.9,2.49,89.5,126,99.92,-5.7,,,517000,3977000,7.7,8065.3,868.2,108,Bắc Trung Bộ và duyên hải miền Trung,870.49,0.800204483,0.199795517,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2015,97.1,18.6,59.9,531.9,,,,,,,,,,25.8,437.8,699,437.8,176.6,12.3,5.2,17.5,2.52,92.1,158,100,-3.4,,,,,,8065.3,872.9,108,Bắc Trung Bộ và duyên hải miền Trung,875.6,0.79830973,0.20169027,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2016,97,18.7,58.2,529.1,1104000,402000,513000,237000,636000,1189000,1785000,2598000,5089000,24.9,440.5,701,440.2,179.6,8.7,7.7,16.4,2.38,96.44,168,100.1,-3.3,,,636000,5089000,8,8000.1,877.7,110,Bắc Trung Bộ và duyên hải miền Trung,880.6,0.796048149,0.203951851,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2017,97.5,20.9,57.6,527.5,,,,,,,,,,26.4,443.3,703.4,442.4,182.3,9.1,6.8,15.9,2.34,95.19,222,100.2,-1.7,,,,,,8000,882.5,110,Bắc Trung Bộ và duyên hải miền Trung,885.7,0.7941741,0.2058259,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2018,97.5,25.1,57.6,527.7,1253000,433000,560000,420000,727000,1359000,2054000,3085000,6122000,26,446.8,706,444.3,185.2,7.1,8.9,16,2.41,95.77,265,100.6,-3.1,7400,532,727000,6122000,8.4,8000,887.6,111,Bắc Trung Bộ và duyên hải miền Trung,891.2,0.792190305,0.207809695,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2019,97.7,21.7,57,516.1,1487000,397000,453000,590000,767000,1562000,2360000,3401000,6574000,25.7,449.9,708.4,446.7,188.2,11,6.5,17.5,2.43,95.61,300,100.72,-5.5,6604,666,767000,6574000,8.6,8000,896.6,112,Bắc Trung Bộ và duyên hải miền Trung,896.6,0.790095918,0.209904082,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2020,97.62,21.87,54.3,505.26,,,,,706980,1481880,2634550,3859250,7100000,26.53,452.85,694.87,449.14,207.11,10.88,6.28,17.16,2.4,95.22,270,100.83,-5.6,5386,567,707000,7100000,10,8000.03,901.98,113,Bắc Trung Bộ và duyên hải miền Trung,901.98,0.770382935,0.229617065,Hơn 2/3 dân số sống tại Nông thôn
Quảng Bình,2021,97.51,26.53,46.05,433,,,,,997080,1883760,2807980,3918730,7115580,26.91,457.4,700.59,453.25,210.07,10.81,6.94,17.75,2.52,94.22,243,100.91,-2.74,4262,549,997100,7115600,7.1,7998.76,910.66,114,Bắc Trung Bộ và duyên hải miền Trung,910.66,0.769321152,0.230678848,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2007,,,51,761.5,,,,,,,,,,,684.6,1162.5,729.3,251.4,11,6.6,17.6,2.32,,,93.9,-4.5,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1413.9,0.822193932,0.177806068,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2008,,14.4,53.2,782.8,,,,,,,,,,,689,1159.9,728.8,257.9,10,5.4,15.4,2.12,,,94.5,-4.3,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1417.8,0.818098462,0.181901538,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2009,94.6,11.3,56.2,828.1,,,,,,,,,,,693.3,1159,729.7,264,9.6,7.1,16.7,2.3,,,95,-8,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1423,0.814476458,0.185523542,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2010,92.1,10.7,55.7,816.1,411000,213000,205000,107000,326000,540000,757000,1079000,1969000,24.6,697.01,1159.69,732.71,270.03,10.8,7.1,17.8,2.27,85.2,,95.13,-9.7,,,326000,1969000,6,,,,Bắc Trung Bộ và duyên hải miền Trung,1429.72,0.811130851,0.188869149,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2011,93.7,12.6,55.3,811.7,,,,,,,,,,,701.28,1163.62,735.55,273.21,9,7.9,16.8,2.16,,,95.34,-2.3,,,,,,10438.4,1442.7,138.21,Bắc Trung Bộ và duyên hải miền Trung,1436.83,0.809852244,0.190147756,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2012,95.1,9.9,56.4,839.3,649000,288000,306000,133000,432000,810000,1189000,1640000,2803000,,705.61,1167.44,738.37,276.54,12.2,6.9,19.1,2.35,87.68,,95.56,-3.6,,,432000,2803000,6.5,10438.4,1452.9,139.19,Bắc Trung Bộ và duyên hải miền Trung,1443.98,0.808487652,0.191512348,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2013,94.9,12,57.3,851.7,,,,,,,,,,24.9,710.09,1171.52,741.28,279.85,12.3,8.2,20.5,2.65,86.93,175,95.79,-1.5,,,,,,10438.4,1463.2,140.17,Bắc Trung Bộ và duyên hải miền Trung,1451.37,0.80718218,0.19281782,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2014,94.5,13.87,59,882.65,885000,337000,379000,183000,562000,1011000,1471000,2179000,3672000,25.2,714.72,1176.33,745.07,283.46,9.1,7.6,16.7,2.27,87.14,212,95.93,-2.1,,,562000,3672000,6.5,10438.4,1471.8,141,Bắc Trung Bộ và duyên hải miền Trung,1459.79,0.805821385,0.194178615,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2015,94.8,16.5,57.8,873.3,,,,,,,,,,25.5,719.4,1108.3,748.7,359.9,9.2,6.4,15.7,2.17,90.33,233,96.1,-3.8,,,,,,10438.4,1480.3,142,Bắc Trung Bộ và duyên hải miền Trung,1468.2,0.754869909,0.245130091,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2016,95.3,17.3,57.6,876.7,1050000,335000,557000,245000,696000,1179000,1782000,2604000,4706000,25.7,724,1111.8,751.7,363.9,9.1,6.5,15.6,2.16,95.99,272,96.3,-0.8,,,696000,4706000,6.8,10575,1487.7,141,Bắc Trung Bộ và duyên hải miền Trung,1475.7,0.753405164,0.246594836,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2017,95.7,18.1,57.5,879.4,,,,,,,,,,25.8,728.5,1114.9,754.8,368.4,6.5,8.7,15.2,2.26,94.59,275,96.5,-1.5,,,,,,10574.7,1493.8,141,Bắc Trung Bộ và duyên hải miền Trung,1483.3,0.751634868,0.248365132,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2018,95,20.3,57.7,883.4,1524000,338000,744000,300000,818000,1805000,2543000,3402000,5995000,25.7,732.8,1117.7,757.9,373.1,4.6,11,15.7,2.28,94.86,316,96.7,-1.2,13144,792,818000,5995000,7.3,10574.7,1501.1,142,Bắc Trung Bộ và duyên hải miền Trung,1490.8,0.749731688,0.250268312,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2019,96.2,18.7,58.2,896.2,1693000,381000,861000,257000,916000,1909000,2743000,3581000,6825000,25.1,736.5,1117.8,760.9,379.6,9.1,7.1,16.2,2.27,94.87,290,96.8,-6,12327,1034,916000,6825000,7.4,10574.7,1497.5,142,Bắc Trung Bộ và duyên hải miền Trung,1497.4,0.746493923,0.253506077,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2020,95.72,21.49,57.12,891.18,,,,,1077130,2344310,3282820,4220110,6887110,25.82,740.36,1108.84,764.69,396.2,9.35,6.83,16.19,2.23,93.22,254,96.82,-5.66,10090,1136,1077100,6887100,6.4,10574.74,1505.04,142,Bắc Trung Bộ và duyên hải miền Trung,1505.04,0.736751183,0.263248817,Hơn 2/3 dân số sống tại Nông thôn
Quảng Nam,2021,95.84,26.57,52.04,820.4,,,,,1184800,2363100,3305700,4223410,7200420,25.56,746.97,1117.22,771.51,401.26,11.98,4.85,16.83,2.25,92.12,372,96.82,-4.67,8955,760,1184800,7200400,6.1,10574.86,1518.48,144,Bắc Trung Bộ và duyên hải miền Trung,1518.48,0.735748907,0.264251093,Hơn 2/3 dân số sống tại Nông thôn
Quảng Ngãi,2007,,,53.4,673.4,,,,,,,,,,,596.1,1039.2,618.7,175.6,10,6.5,16.5,2.11,,,96.3,-3.6,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1214.8,0.855449457,0.144550543,Hơn 2/3 dân số sống tại Nông thôn
Quảng Ngãi,2008,,8.7,56.2,699.7,,,,,,,,,,,598.5,1039.7,618.5,177.3,10.3,5.2,15.5,2.18,,,96.8,-2.7,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1217,0.854313887,0.145686113,Hơn 2/3 dân số sống tại Nông thôn
Quảng Ngãi,2009,92.1,9.7,57.2,713.2,,,,,,,,,,,600,1039.2,617.2,178,9.6,6.2,15.8,2.09,,,97.2,-10,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1217.2,0.853762734,0.146237266,Hơn 2/3 dân số sống tại Nông thôn
Quảng Ngãi,2010,86.7,9.9,57.8,714.6,350000,200000,262000,97000,321000,522000,724000,1038000,1935000,24,600.96,1038.47,617.74,180.23,10.9,6.2,17.1,2.11,86.05,,97.28,-9.7,,,321000,1935000,6,,,,Bắc Trung Bộ và duyên hải miền Trung,1218.7,0.852112907,0.147887093,Hơn 2/3 dân số sống tại Nông thôn
Quảng Ngãi,2011,86.1,9.9,57,709.7,,,,,,,,,,,601.9,1037.64,618.21,182.48,10.2,7.1,17.3,2.21,,,97.36,-7.9,,,,,,5153,1225.2,237.76,Bắc Trung Bộ và duyên hải miền Trung,1220.12,0.85044094,0.14955906,Hơn 2/3 dân số sống tại Nông thôn
Quảng Ngãi,2012,86,11.3,58.2,723.8,571000,239000,356000,134000,455000,738000,1039000,1467000,2798000,,602.84,1037.04,618.99,184.79,10.3,6.7,17,2.13,85.05,,97.39,-5.8,,,455000,2798000,6.2,5153,1229.8,238.66,Bắc Trung Bộ và duyên hải miền Trung,1221.83,0.848759647,0.151240353,Hơn 2/3 dân số sống tại Nông thôn
Quảng Ngãi,2013,88.9,13.1,57.8,719.7,,,,,,,,,,23.8,603.59,1035.99,619.46,187.06,12.6,6.6,19.2,2.45,83.79,187,97.44,-1.9,,,,,,5152,1236.3,239.97,Bắc Trung Bộ và duyên hải miền Trung,1223.05,0.847054495,0.152945505,Hơn 2/3 dân số sống tại Nông thôn
